City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
350,Mahanoro,MG,76.3,light rain,-19.9,48.8,BUNGALOW MAHAMANINA
351,Pietersburg,ZA,52.2,clear sky,-23.9045,29.4688,Fusion Boutique Hotel
352,Chik,RU,4.75,clear sky,54.9928,82.4311,
353,Bafra,TR,49.78,overcast clouds,41.5678,35.9069,Sevgi Otel
354,Arenapolis,BR,71.91,overcast clouds,-14.4503,-56.8461,Mato Grosso Hotel
355,Jumla,NP,27.99,clear sky,29.2747,82.1838,Royal Garden Hotel
356,Areia Branca,BR,79.88,broken clouds,-4.9561,-37.1369,Areia Branca Apart Hotel
357,Dmytrivka,UA,38.55,clear sky,45.9717,28.9864,
358,Ciudad Bolivar,VE,81.14,broken clouds,8.1222,-63.5497,Hotel Edi
359,Fengzhen,CN,7.36,clear sky,40.4394,113.1536,Feng Zhen Hotel
360,Ponta Do Sol,PT,62.06,overcast clouds,32.6667,-17.1,Hotel do Campo
361,Sao Joao Da Barra,BR,76.41,overcast clouds,-21.6403,-41.0511,Pousada Porto De Canoas
362,Udachnyy,RU,14.45,overcast clouds,66.4167,112.4,Severnoye Siyaniye
363,Tual,ID,81.28,very heavy rain,-5.6667,132.75,Grand Vilia Hotel
364,Maarianhamina,AX,33.66,few clouds,60.0973,19.9348,Park Alandia Hotel
366,Nioro,GM,76.69,clear sky,13.35,-15.75,
367,Tres Arroyos,AR,62.82,light rain,-38.3739,-60.2798,Habitacion Triple con baño y entrada privada
368,Sola,VU,82.67,scattered clouds,-13.8833,167.55,Leumerus Bungalows
369,Broome,US,34.92,clear sky,42.2506,-75.833,Chenango Valley State Park
370,East London,ZA,67.33,clear sky,-33.0153,27.9116,Tu Casa
371,Mangrol,IN,69.19,broken clouds,21.1167,70.1167,Hotel The Royal Honours
373,Laguna,US,59.5,clear sky,38.421,-121.4238,"Holiday Inn Express & Suites Elk Grove Central - Hwy 99, an IHG Hotel"
374,Severo-Yeniseyskiy,RU,3.15,overcast clouds,60.3725,93.0408,Aktolik
375,Talnakh,RU,18.21,light snow,69.4865,88.3972,Talnakh Hotel
376,Parabel,RU,7.32,clear sky,58.6978,81.4825,Housing Complex Gazprom Transgaz Tomsk
377,Epernay,FR,45.68,broken clouds,49.05,3.95,ibis Épernay Centre-Ville
378,Boyabat,TR,41.13,overcast clouds,41.4689,34.7667,Kolaz Palas Otel
379,Andros Town,BS,73.36,few clouds,24.7,-77.7667,Hanks place
381,Ozernovskiy,RU,28.22,overcast clouds,51.5,156.5167,
382,Junin,AR,59.85,clear sky,-34.5838,-60.9433,Hotel Central
383,Los Llanos De Aridane,ES,55.15,broken clouds,28.6585,-17.9182,Valle Aridane
384,Culebra,PR,78.84,clear sky,18.303,-65.301,Palmetto Guesthouse
385,Leshukonskoye,RU,22.78,light snow,64.8989,45.7622,Pryalitsa Hostel
386,Sharjah,AE,72.25,clear sky,25.3573,55.4033,Swiss Belhotel Sharjah
387,Hambantota,LK,79.14,few clouds,6.1241,81.1185,Bungalow 63
388,Zwickau,DE,49.48,overcast clouds,50.7167,12.4833,Hotel Park Eckersbach
389,Sjovegan,NO,23.23,overcast clouds,68.8726,17.8474,Sjøvegan cabin AS
390,Verkhnevilyuysk,RU,9.07,light snow,63.4453,120.3167,Gostinitsa Mila
391,Moron,AR,67.98,few clouds,-34.6534,-58.6198,Hotel Morón
393,Victoria,HK,47.32,moderate rain,22.2855,114.1577,Mini Hotel Central
395,Verkhneuralsk,RU,30.4,scattered clouds,53.8769,59.2106,"Yuzhnaya, Gostinitsa"
396,Oda,JP,32.77,overcast clouds,35.1833,132.5,Sky Hotel Oda
397,Balykshi,KZ,37.4,mist,47.0667,51.8667,Гостиница Golden Rose
398,Gweta,BW,76.08,clear sky,-20.1833,25.2333,Gweta Lodge
400,Abu Dhabi,AE,69.91,clear sky,24.4667,54.3667,Beach Rotana
401,Logatec,SI,44.74,overcast clouds,45.9144,14.2258,Villa Tollazzi
402,Mersing,MY,82.31,scattered clouds,2.4312,103.8405,Timotel Hotel
403,Mitsamiouli,KM,82.58,overcast clouds,-11.3847,43.2844,Foyer ADM
404,Shenzhen,CN,47.21,light rain,22.5455,114.0683,Grand Skylight
405,Levikha,RU,28.38,broken clouds,57.5836,59.9003,
406,Masterton,NZ,73.96,scattered clouds,-40.9597,175.6575,Copthorne Hotel & Resort Solway Park Wairarapa
407,Vestmannaeyjar,IS,40.48,clear sky,63.4427,-20.2734,Glamping & Camping
408,Bhadrachalam,IN,71.55,overcast clouds,17.6667,80.8833,Hotel Srinidhi Residency
409,Nelson Bay,AU,89.76,broken clouds,-32.7167,152.15,Mantra Nelson Bay
410,Buraydah,SA,48.65,clear sky,26.326,43.975,Mövenpick Qassim
411,Vuktyl,RU,25.95,light snow,63.8567,57.3094,Mini-Hotel Lokomotiv
412,Garmsar,IR,50.02,overcast clouds,35.2182,52.3409,آذین فوم
414,Mahina,PF,85.77,light rain,-17.5065,-149.489,Guest Beach Bungalow Tahiti
415,Lokhvytsya,UA,34.34,broken clouds,50.3678,33.2602,Ukraine
416,Yarmouth,US,36.01,clear sky,41.7057,-70.2286,Blue Rock Resort
417,Chateaubelair,VC,75.81,few clouds,13.2833,-61.25,Richmond Vale Diving & Hiking Center
418,Cascais,PT,55.99,overcast clouds,38.6979,-9.4215,Hotel Vila Galé Cascais
419,Sharhorod,UA,37.9,few clouds,48.7383,28.085,Mini Hotel Gostynnyi Dvir
420,Atar,MR,66.13,overcast clouds,20.5169,-13.0499,Oumou Elghoura
421,Envira,BR,71.67,overcast clouds,-7.3,-70.2167,
422,Terra Nova,BR,69.17,overcast clouds,-12.3667,-40.6667,
423,Lensk,RU,8.71,light snow,60.7253,114.9278,ТинОрС
424,Vaitape,PF,81.37,scattered clouds,-16.5167,-151.75,Conrad Bora Bora Nui
425,Kayerkan,RU,17.53,overcast clouds,69.3497,87.7602,
426,Tautira,PF,86.02,light rain,-17.7333,-149.15,Pension Oaoa
427,Podosinovets,RU,22.82,overcast clouds,60.2776,47.0659,
428,Flinders,AU,83.8,overcast clouds,-34.5833,150.8552,Shellharbour Resort & Conference Centre
430,Keti Bandar,PK,72.5,clear sky,24.1447,67.4497,Haji laloo memon house
431,Kirkland Lake,CA,23.29,broken clouds,48.1446,-80.0377,Comfort Inn
432,Newport,GB,43.86,scattered clouds,51.5877,-2.9984,ibis budget Newport
433,Madruga,CU,72.54,clear sky,22.9114,-81.8561,
434,Lashio,MM,56.17,overcast clouds,22.9333,97.75,Hotel CF Lashio - Burmese Only
435,Neiafu,TO,84.88,broken clouds,-18.65,-173.9833,Mystic Sands Beachfront Accommodation
436,Bukama,CD,67.21,overcast clouds,-9.2,25.85,
437,Thinadhoo,MV,81.55,clear sky,0.5333,72.9333,
438,Covington,US,51.12,clear sky,39.0837,-84.5086,Cincinnati Marriott at RiverCenter
439,Yar-Sale,RU,16.61,overcast clouds,66.8333,70.8333,Yalemd
440,Zhezkazgan,KZ,1.38,mist,47.8043,67.7144,Hotel Zumrat
441,Igarka,RU,15.48,light snow,67.4667,86.5833,"Zapolyar'ye, Gostinitsa"
442,Southbridge,US,29.28,clear sky,42.0751,-72.0334,Southbridge Hotel & Conference Center
443,Labuhan,ID,80.89,overcast clouds,-6.8844,112.2051,DoubleFAG
444,Mazyr,BY,35.15,overcast clouds,52.0495,29.2456,Euro Mini-Hotel
445,Fairbanks,US,10.81,clear sky,64.8378,-147.7164,Westmark Fairbanks Hotel & Conference Center
446,Cahabon,GT,63.07,few clouds,15.5667,-89.8167,Hotel San Angelo Santa María Cahabón A.V.
447,Tura,IN,57.78,clear sky,25.5198,90.2201,Hotel RIKMAN Continental
448,Zhangjiakou,CN,12.24,scattered clouds,40.81,114.8794,Shell Zhangjiakou City Qiaodong District Ginza Hotel
450,Luanshya,ZM,61.29,overcast clouds,-13.1367,28.4166,CHOLWA GUEST HOUSE
451,Bose,IT,46.54,broken clouds,45.4612,8.0137,Locanda Borgo Antico
452,Bria,CF,68.25,broken clouds,6.5423,21.9863,WFP Guesthouse
453,Comodoro Rivadavia,AR,53.46,light rain,-45.8667,-67.5,Austral Hotel
454,Waingapu,ID,84.16,heavy intensity rain,-9.6567,120.2641,Pondok Wisata Elim
455,Nokia,FI,24.78,overcast clouds,61.4667,23.5,Scandic Eden
456,Makarska,HR,50.14,scattered clouds,43.2969,17.0178,Hotel Park Makarska
457,La Asuncion,VE,78.53,few clouds,11.0333,-63.8628,Colinas de Matasiete
458,Oistins,BB,77.09,few clouds,13.0667,-59.5333,Butterfly Beach Hotel
459,Yabrud,SY,37.53,broken clouds,33.9674,36.6574,صالة افراح الاندلس
460,Vila,PT,39.33,clear sky,42.0304,-8.1588,Hotel Castrum Villae by Walk Hotels
461,Coahuayana,MX,83.68,clear sky,18.7333,-103.6833,El rranchito michuacan de ocampos
463,Serov,RU,25.77,overcast clouds,59.6033,60.5787,Five Stars Hotel
464,Rincon,US,55.85,clear sky,32.296,-81.2354,Days Inn Rincon
465,Severnyy,RU,32.04,clear sky,50.677,36.5532,Full House North Mini-Hotel
466,Kenai,US,34.03,scattered clouds,60.5544,-151.2583,Aspen Extended Stay Suites
468,Haverfordwest,GB,42.55,broken clouds,51.8017,-4.9691,Coastal Cottages of Pembrokeshire
469,Tuyen Quang,VN,48.92,overcast clouds,21.8233,105.2181,Khách Sạn Tuyên Thoa
470,Saint Albans,GB,41.43,broken clouds,51.75,-0.3333,The White Hart
471,Puqi,CN,38.68,overcast clouds,29.7167,113.8833,Ramada Plaza Chibi
472,Sobolevo,RU,30.65,light snow,54.4299,31.8996,
473,Asau,RO,33.28,few clouds,46.4333,26.4,Casa Mika Ciobanus
474,Puksoozero,RU,16.48,overcast clouds,62.5903,40.6066,
475,Tomatlan,MX,69.73,clear sky,19.9333,-105.25,El Salvial
477,Kikwit,CD,68.25,overcast clouds,-5.041,18.8162,HOTEL PLACE YALABA
478,Merauke,ID,84.11,overcast clouds,-8.4667,140.3333,
479,Shimoda,JP,48.31,clear sky,34.6667,138.95,Shimoda Tokyu Hotel
480,Correntina,BR,67.96,overcast clouds,-13.3433,-44.6367,Hotel Pousada dos Sonhos
481,Koslan,RU,27.09,light snow,63.4564,48.8989,
482,Umm Kaddadah,SD,58.95,overcast clouds,13.6017,26.6876,
483,Tateyama,JP,46.67,broken clouds,34.9833,139.8667,Tateyama Seaside Hotel
484,Smithers,CA,19.72,light snow,54.7804,-127.1743,"Prestige Hudson Bay Lodge, Premier Collection"
485,Magnor,SE,30.0,light snow,59.9511,12.1996,Magnor Bad
486,Monterey,US,52.09,overcast clouds,36.2505,-121.2516,
487,Sapele,NG,77.81,scattered clouds,5.8941,5.6767,Movig Hotel & Suites
488,Yokadouma,CM,71.56,overcast clouds,3.5167,15.05,Hôtel De Ville De Yokadouma
489,Safaga,EG,55.35,clear sky,26.7292,33.9365,Lamar Resort Abu Soma
490,Mackay,AU,86.68,light rain,-21.15,149.2,International Lodge Motel
491,Urumqi,CN,0.55,mist,43.801,87.6005,Hua Ling Grand Hotel Urumqi
492,Gombe,NG,66.42,scattered clouds,10.2897,11.1673,Custodian Hotel Gombe
493,Inirida,CO,76.77,few clouds,3.8653,-67.9239,Fuente del Guania Hotel de Lujo
494,Cururupu,BR,74.73,overcast clouds,-1.8283,-44.8683,POUSADA TRAVÉS'CIA
495,Norrtalje,SE,35.24,overcast clouds,59.758,18.705,Norrtälje Vandrarhem Hvilan
496,Nago,JP,59.43,overcast clouds,26.5881,127.9761,Hotel Yugaf Inn Okinawa
497,Port Lincoln,AU,62.17,overcast clouds,-34.7333,135.8667,Port Lincoln Hotel
498,Rio Cuarto,AR,65.68,few clouds,-33.1307,-64.3499,Hotel Menossi
499,Batticaloa,LK,77.5,broken clouds,7.7102,81.6924,Grand Star Guest House
500,Te Anau,NZ,72.43,broken clouds,-45.4167,167.7167,Kingsgate Hotel Te Anau
502,Itupiranga,BR,72.88,broken clouds,-5.1347,-49.3267,Hotel Panorama
503,Rapid Valley,US,43.03,clear sky,44.0625,-103.1463,Fairfield Inn & Suites by Marriott Rapid City
504,Uglovka,RU,29.25,light snow,58.2392,33.5108,Inn Dubrava
505,Puerto El Triunfo,SV,83.32,overcast clouds,13.2833,-88.55,Hotel Jardin
506,Manokwari,ID,79.25,overcast clouds,-0.8667,134.0833,Swiss Belhotel Manokwari
507,Denizli,TR,43.65,overcast clouds,37.8402,29.0698,Anemon Denizli Hotel
508,Gravdal,NO,22.91,few clouds,68.1214,13.5031,Skreda Rorbusuiter
509,Cayenne,GF,76.08,heavy intensity rain,4.9333,-52.3333,Hôtel Le Dronmi
510,Aksarka,RU,19.78,overcast clouds,66.5606,67.7975,
511,Graaff-Reinet,ZA,62.4,few clouds,-32.2522,24.5308,Rietjiesbos Self Catering
512,Sorong,ID,77.05,moderate rain,-0.8833,131.25,Waigo Splash Hotel
514,Jertih,MY,82.27,scattered clouds,5.7336,102.4897,One Utama Hotel
515,Wanning,CN,58.89,overcast clouds,18.8003,110.3967,Paradise Hotel
516,Ankang,CN,46.92,overcast clouds,32.68,109.0172,安琪酒店
517,Georgiyevka,KZ,33.84,clear sky,43.0369,74.7114,Gostinitsa Imperiya
518,Bom Jesus,BR,71.98,overcast clouds,-9.0744,-44.3586,Hotel Brasão & Floricultura Bella Flor
519,Praya,CV,70.34,broken clouds,14.9215,-23.5087,LT Aparthotel
520,Skibotn,NO,12.29,broken clouds,69.3913,20.2679,Olderelv Camping
521,Robertsport,LR,79.7,light rain,6.7533,-11.3686,Kwepunha Retreat
522,Ures,MX,68.07,scattered clouds,29.4333,-110.4,Hacienda Quinta Napoles
523,Tuapse,RU,45.03,overcast clouds,44.1125,39.0742,Guest house Viktoria
524,Muros,ES,53.98,broken clouds,42.7762,-9.0603,Apartment Av. Castelao
525,Tevaitoa,PF,81.23,light rain,-16.7833,-151.5,Hôtel Raiatea Lodge
526,Ivnya,RU,31.91,few clouds,51.0629,36.1343,Gostinitsa Lev
527,Laela,TZ,59.88,overcast clouds,-8.5667,32.05,
528,Middelburg,ZA,62.67,clear sky,-25.7751,29.4648,Oregon Place Guest House
529,Kapuskasing,CA,1.4,scattered clouds,49.4169,-82.4331,Park Inn Motel
530,Tamandare,BR,79.5,clear sky,-8.7597,-35.1047,Pousada 100 Passos
531,Rozkishne,UA,37.26,broken clouds,48.5074,39.3004,Домино
532,Sterling,US,39.34,clear sky,39.0062,-77.4286,Hampton Inn & Suites Washington-Dulles International Airport
533,Acucena,BR,70.32,overcast clouds,-19.0731,-42.5464,Hotel e Restaurante Açucena
534,Porto Novo,BJ,78.15,broken clouds,6.4965,2.6036,Tour Eiffel Hotel Benin
535,Sung Noen,TH,60.94,overcast clouds,14.8992,101.8207,Ploynamkang Resort
536,Ternate,ID,79.52,overcast clouds,0.8,127.4,Sahid Bela Ternate Hotel
537,Yulara,AU,85.84,clear sky,-25.2406,130.9889,Desert Gardens Hotel - Ayers Rock Resort
538,Puerto Escondido,MX,83.23,clear sky,15.85,-97.0667,Aldea del Bazar Hotel and Spa
539,Abnub,EG,48.42,overcast clouds,27.2696,31.1511,مضيفت اولاد احمد ابو حسين
540,Port-Cartier,CA,6.91,light snow,50.0334,-66.8654,Le Q'Artier
541,Fountain,US,54.68,broken clouds,38.6822,-104.7008,Colorado Springs KOA Holiday
542,Kashi,CN,30.25,dust,39.4547,75.9797,帕米尔青年旅舍
543,Grindavik,IS,32.47,clear sky,63.8424,-22.4338,Northern Light Inn & Max's Restaurant
544,Dzaoudzi,YT,82.29,clear sky,-12.7887,45.2699,Le Rocher
545,Payson,US,52.38,broken clouds,40.0444,-111.7321,Quality Inn Payson I-15
547,Ushtobe,KZ,15.13,clear sky,45.2514,77.9838,Filipin Squad
548,Lata,PT,54.81,overcast clouds,40.1629,-8.3327,Casa Maquia
549,Nalobikha,RU,0.37,overcast clouds,53.2006,84.6039,
550,Turgoyak,RU,16.29,broken clouds,55.15,60.1183,Rayder
551,Faya,SA,50.11,clear sky,18.3851,42.4509,املاك خالد الشعشوع
552,Barranquilla,CO,83.98,clear sky,10.9639,-74.7964,HOTEL AVANTY
553,Warri,NG,77.52,overcast clouds,5.5167,5.75,BON Hotel Delta
554,Saint George,US,61.95,clear sky,37.1041,-113.5841,Best Western Plus Abbey Inn
555,Nenjiang,CN,0.86,overcast clouds,49.1833,125.2167,Nenjiang Apartment
556,Aljezur,PT,51.24,broken clouds,37.3191,-8.8033,Amazigh Hostel
557,Port Augusta,AU,74.71,broken clouds,-32.5,137.7667,Majestic Oasis Apartments
558,Broken Hill,AU,73.11,few clouds,-31.95,141.4333,Royal Exchange Hotel
559,Greeneville,US,41.76,overcast clouds,36.1632,-82.831,General Morgan Inn and Conference Center
561,Traverse City,US,38.14,clear sky,44.7631,-85.6206,Bayshore Resort
562,Moscow,RU,32.63,overcast clouds,55.7522,37.6156,"The Ritz-Carlton, Moscow"
563,Cordele,US,57.31,clear sky,31.9635,-83.7824,Ramada by Wyndham Cordele
564,Fare,PF,81.3,overcast clouds,-16.7,-151.0167,Maitai Lapita Village Huahine
565,Valdosta,US,60.71,clear sky,30.8327,-83.2785,Courtyard by Marriott Valdosta
566,Maamba,ZM,68.94,clear sky,-17.3667,27.15,
567,Talas,TR,30.87,broken clouds,38.6908,35.5538,Fimaj Residence
568,Sebina,BW,70.3,clear sky,-20.8667,27.25,
569,Totness,SR,75.54,broken clouds,5.8833,-56.3167,STAATS LOGEERGEBOUW TOTNESS
570,Khani,GE,31.57,overcast clouds,41.9563,42.9566,კურორტი ზეკარი/Resort Zekari
571,Mao,ES,45.16,clear sky,39.8885,4.2658,ARTIEM Capri
572,Pierre,US,16.72,broken clouds,44.3683,-100.351,Ramkota Hotel
573,Boundiali,CI,80.22,broken clouds,9.5217,-6.4869,Hotel Paysan Boundiali
574,Vanavara,RU,11.53,overcast clouds,60.34,102.2797,
575,Hervey Bay,AU,87.04,clear sky,-25.2986,152.8535,Shelly Bay Resort
576,Ylojarvi,FI,24.71,overcast clouds,61.5563,23.5961,Hotel Lamminpää
577,Tabou,CI,77.56,overcast clouds,4.423,-7.3528,hotêl doufoulougou
578,Zakamensk,RU,4.78,scattered clouds,50.3741,103.2863,Gostinitsa Zakamna
579,Mindelo,CV,69.35,overcast clouds,16.8901,-24.9804,Hotel Gaudi
581,Wajir,KE,76.86,overcast clouds,1.7471,40.0573,Al-bustan Hotel And Restaurant.
582,Kushima,JP,42.84,overcast clouds,31.4583,131.2333,Hanaoka
583,Cidreira,BR,74.7,overcast clouds,-30.1811,-50.2056,Hotel Castelo
584,Mirabad,AF,62.31,broken clouds,30.4362,61.8383,
585,Pelym,RU,25.83,overcast clouds,61.0108,61.9978,Obshchezhitiye Pelymskogo Lpumg
586,Truth Or Consequences,US,62.15,clear sky,33.1284,-107.2528,Charles Motel
587,Podporozhye,RU,15.84,overcast clouds,60.9112,34.1706,U Maksimycha
588,Vardo,NO,27.3,light snow,70.3705,31.1107,Vardø Hotel AS
589,Skjervoy,NO,24.13,overcast clouds,70.0311,20.9714,Skjervøy fiskecamp AS
590,Madison,US,54.28,broken clouds,34.7334,-86.5667,Embassy Suites by Hilton Huntsville Hotel & Spa
591,La Rioja,ES,38.05,broken clouds,42.25,-2.5,Casa Concejos
592,Englewood,US,52.41,scattered clouds,39.6478,-104.9878,InTown Suites Extended Stay Denver CO - Englewood
594,Meadow Lake,US,55.17,scattered clouds,34.8014,-106.5436,TumbleWeed RV Park
595,Hofn,IS,32.23,broken clouds,64.2539,-15.2082,Hótel Höfn
596,Izazi,TZ,66.38,overcast clouds,-7.2,35.7333,
597,Barquisimeto,VE,66.69,clear sky,10.0739,-69.3228,Hotel Príncipe
598,Surazh,RU,30.79,overcast clouds,53.0175,32.3918,Mini Hotel Surazhichi
599,Bastrop,US,60.48,overcast clouds,32.7562,-91.8724,Best Budget Inn
600,Simao,CN,50.54,overcast clouds,22.7886,100.9748,Changyu Hotel
601,Hobyo,SO,75.74,broken clouds,5.3505,48.5268,Halane Hotel and Restaurent
602,Gamba,GA,78.21,light rain,-2.65,10.0,
603,Lundamo,NO,30.87,overcast clouds,63.1333,10.3,Valdøyan Camping
604,Holguin,CU,72.9,few clouds,20.8872,-76.2631,Casa Cables. Holguín
605,Aksu,CN,28.47,clear sky,41.1231,80.2644,Pudong Holiday Hotel
607,Piet Retief,ZA,61.63,broken clouds,-27.0071,30.8132,Arabian Nite Guest House
608,Katangli,RU,13.86,light snow,51.7102,143.2326,
609,Mount Vernon,US,35.01,clear sky,40.9126,-73.8371,Ramada by Wyndham Bronx
610,Dhidhdhoo,MV,81.75,broken clouds,6.8833,73.1,Dhidhoo beach
611,Pindiga,NG,66.24,scattered clouds,9.9833,10.9333,Accommodation Center
612,Andenes,NO,22.98,broken clouds,69.3143,16.1194,Hotell Marena
613,Knysna,ZA,64.78,few clouds,-34.0363,23.0471,Protea Hotel by Marriott Knysna Quays
614,Portobelo,PA,77.86,few clouds,9.55,-79.65,Scuba Portobelo
615,Pareora,NZ,69.19,few clouds,-44.4871,171.2132,
616,Basirpur,PK,50.63,clear sky,30.5832,73.829,Lugoo goods
618,Maykor,RU,30.56,overcast clouds,59.0059,55.88,
619,Port Macquarie,AU,85.96,scattered clouds,-31.4333,152.9167,Rydges Port Macquarie
620,Svetlogorsk,BY,34.0,overcast clouds,52.6333,29.7333,Hotel Svetlogorsk JBIK
621,Svetlyy,RU,42.85,light rain,54.675,20.1347,"Gostinitsa-Kafe, Alena"
624,Soe,ID,77.77,overcast clouds,-9.8607,124.284,Dena Hotel
625,Utinga,BR,81.0,light rain,-5.8172,-35.3954,Espaço de Lazer Érica Fernandes
626,Cradock,ZA,59.31,clear sky,-32.1642,25.6192,Die Hoekhuis
627,Dong Hoi,VN,54.19,moderate rain,17.4833,106.6,Nam Long Hotel
628,Goure,NE,59.77,clear sky,13.9835,10.2704,
629,Zastron,ZA,58.35,clear sky,-30.3023,27.084,Highlands Guest House
630,Shache,CN,28.71,clear sky,38.4167,77.2406,Delong Hotel
631,Cockburn Town,TC,76.96,clear sky,21.4612,-71.1419,Osprey Beach Hotel
632,Olga,RU,16.61,clear sky,43.7444,135.2892,Gostinitsa Rosmorport.
633,Puerto Leguizamo,CO,78.66,overcast clouds,-0.1934,-74.7819,la casona de juancho
634,Malakal,SS,74.91,broken clouds,9.5334,31.6605,Nile Palace Hotel
635,Coihaique,CL,53.55,clear sky,-45.5752,-72.0662,Diego De Almagro Coyhaique
636,Baghdad,IQ,51.71,clear sky,33.3406,44.4009,Baghdad Hotel
637,Trail,CA,35.38,broken clouds,49.0998,-117.7022,Glenwood Inn & Suites
638,Jaruco,CU,72.73,clear sky,23.0431,-82.0108,Ruinas Hotel Escaleras de Jaruco
639,Pemangkat,ID,79.5,overcast clouds,1.1667,108.9667,Ramah Kost KITA
640,Pandamatenga,BW,65.75,clear sky,-18.5278,25.627,Wildtrack Safaris Eco Lodge
641,Buala,SB,84.45,moderate rain,-8.145,159.5921,Maringe Lagoon Lodge
642,Samarai,PG,86.54,overcast clouds,-10.6167,150.6667,Nuli Sapi
644,Ituporanga,BR,73.53,overcast clouds,-27.4144,-49.6025,Hotel Jacaré
645,Jacareacanga,BR,72.39,light rain,-6.2222,-57.7528,Casa do Ian😎
646,Komsomolskiy,UZ,36.82,broken clouds,40.4272,71.7189,Ikathouse
647,Rio Gallegos,AR,50.05,clear sky,-51.6226,-69.2181,Hotel Santa Cruz
648,Emporia,US,46.6,clear sky,38.4039,-96.1817,Candlewood Suites Emporia
649,Pacora,PA,79.21,few clouds,9.0833,-79.2833,Residencia Los Años Dorados
650,Uchiza,PE,71.31,heavy intensity rain,-8.4592,-76.4633,Hotel San Pedro
651,Sanlucar De Barrameda,ES,52.36,clear sky,36.7781,-6.3515,HOTEL BARRAMEDA
652,Sabha,LY,58.1,overcast clouds,27.0377,14.4283,Foundation Taaj Asala for Historical Research and Archeology
653,Wladyslawowo,PL,45.95,light rain,54.7909,18.4009,Gwiazda Morza Resort SPA&SPORT
654,Naze,JP,50.92,overcast clouds,28.3667,129.4833,Shishime Hotel
655,Pangkalanbuun,ID,82.24,overcast clouds,-2.6833,111.6167,Grand Kecubung Hotel
656,Tucurui,BR,74.32,light rain,-3.7661,-49.6725,BBB Rooms Centro Tucurui PA
657,Gabu,GW,71.78,clear sky,12.2833,-14.2167,Hotel karsa
658,Nizwa,OM,64.78,clear sky,22.9333,57.5333,Orient Apartments
659,Hoquiam,US,45.0,broken clouds,46.9809,-123.8893,Econo Lodge Inn & Suites
660,Bilma,NE,61.65,clear sky,18.6853,12.9164,Expeditions Ténére voyages
661,Micheweni,TZ,79.52,overcast clouds,-4.9667,39.8333,
662,Gizo,SB,85.95,overcast clouds,-8.103,156.8419,Imagination Island
663,Abu Samrah,SY,49.64,broken clouds,35.3029,37.1841,
664,Yashkul,RU,43.9,overcast clouds,46.1711,45.3435,"Gostinitsa ""Putnik"""
666,Scarborough,GB,41.52,few clouds,54.2797,-0.4044,The Grand Hotel Scarborough
667,Muli,MV,81.25,broken clouds,2.9167,73.5667,Medhufushi Island Resort
668,Camocim,BR,77.31,broken clouds,-2.9022,-40.8411,Ilha Praia Hotel
669,Pyinmana,MM,71.58,overcast clouds,19.7333,96.2167,Anh Mai Daung
670,Barillas,GT,66.54,few clouds,15.8036,-91.3158,Hotel y Restaurant Bella Estancia
671,Porbandar,IN,69.96,clear sky,21.6422,69.6093,Lords Inn Porbandar
672,Lucea,JM,78.66,clear sky,18.451,-78.1736,Grand Palladium Jamaica Resort & Spa
673,Mikuni,JP,33.71,light snow,36.2171,136.1519,Seifuso
674,North Reading,US,31.01,clear sky,42.5751,-71.0787,Resorts North
675,Ilinskiy,RU,32.77,clear sky,55.619,38.1182,Around the world
676,Norcasia,CO,69.8,broken clouds,5.5778,-74.8852,Hotel Amani
677,Ler,SS,77.09,overcast clouds,8.3018,30.1418,
678,Masallatah,LY,54.19,broken clouds,32.6167,14.0,Mustafa Taher Sowaidan
679,Chipinge,ZW,64.36,few clouds,-20.1883,32.6236,Chipinge Breeze Lodge
680,Saldanha,ZA,66.25,few clouds,-33.0117,17.9442,Blue Bay Lodge
681,Brae,GB,40.91,few clouds,60.3964,-1.353,Busta House Hotel
682,Bogovina,RS,33.04,clear sky,43.895,21.9403,Casa Camelia
683,Watsa,CD,60.85,overcast clouds,3.0372,29.5355,Hôtel Le Pacifique
684,Kizukuri,JP,26.11,light snow,40.8061,140.3861,Kashiwa Roman-sō
685,Tymovskoye,RU,13.3,light snow,50.8456,142.655,"Gostinitsa ""Domashnyaya"""
686,Half Moon Bay,US,55.9,mist,37.4636,-122.4286,"The Ritz-Carlton, Half Moon Bay"
687,Bontang,ID,76.48,light rain,0.1333,117.5,KOPKAR Hotel Bintang Sintuk
688,Zaranj,AF,53.56,overcast clouds,30.9667,61.8833,کارگاه بلوک زنی سرهنگ
689,Ketchikan,US,40.98,scattered clouds,55.3422,-131.6461,Snow's Cove Lodge
690,Valmiera,LV,31.41,overcast clouds,57.5411,25.4275,Sports Hotel
691,Taozhuang,CN,38.84,overcast clouds,34.85,117.3333,New Century Fengming Resort Zaozhuang
692,Maceio,BR,76.44,scattered clouds,-9.6658,-35.7353,Hotel Ponta Verde Maceió
693,Den Helder,NL,43.02,broken clouds,52.9599,4.7593,Hotel Den Helder
694,Wenling,CN,42.91,overcast clouds,28.3669,121.36,Hanting Express Wenling Wanchang North Road
695,Alausi,EC,49.8,overcast clouds,-2.2,-78.8333,Hotel Europa
696,Mahajanga,MG,78.82,few clouds,-15.7167,46.3167,Restaurant Greedy Coco Lodge Majunga
697,Mingguang,CN,41.83,broken clouds,32.7802,117.9638,Yonghao Hotel
